tmc_code,measurement_tstamp,speed,historical_average_speed,reference_speed,travel_time_minutes,data_density,speed_norm
116N04237,2/1/2019 0:00,55.85,56,71,0.84,C,0.15
116N04237,2/1/2019 1:00,46.79,53,71,1,B,6.21
116N04237,2/1/2019 2:00,52.79,55,71,0.89,B,2.21
116N04237,2/1/2019 3:00,45.48,55,71,1.03,B,9.52
116N04237,2/1/2019 4:00,55.71,59,71,0.84,B,3.29
116N04237,2/1/2019 5:00,56.91,64,71,0.83,C,7.09
116N04237,2/1/2019 6:00,62.67,65,71,0.75,C,2.33
116N04237,2/1/2019 7:00,64.83,63,71,0.73,C,-1.83
116N04237,2/1/2019 8:00,58.47,61,71,0.8,C,2.53
116N04237,2/1/2019 9:00,61.05,64,71,0.77,C,2.95
116N04237,2/1/2019 10:00,64.19,63,71,0.73,C,-1.19
116N04237,2/1/2019 11:00,62.02,64,71,0.76,C,1.98
116N04237,2/1/2019 12:00,64.27,64,71,0.73,C,-0.27
116N04237,2/1/2019 13:00,67.3,64,71,0.7,C,-3.3
116N04237,2/1/2019 14:00,61.88,62,71,0.76,C,0.12
116N04237,2/1/2019 15:00,61.64,64,71,0.76,C,2.36
116N04237,2/1/2019 16:00,65.01,63,71,0.72,C,-2.01
116N04237,2/1/2019 17:00,64.13,64,71,0.73,C,-0.13
116N04237,2/1/2019 18:00,61.93,65,71,0.76,C,3.07
116N04237,2/1/2019 19:00,61.63,62,71,0.76,C,0.37
116N04237,2/1/2019 20:00,62.62,59,71,0.75,C,-3.62
116N04237,2/1/2019 21:00,60.56,62,71,0.78,C,1.44
116N04237,2/1/2019 22:00,65.36,60,71,0.72,C,-5.36
116N04237,2/1/2019 23:00,59.18,59,71,0.79,C,-0.18
116N04238,2/1/2019 0:00,44.3,48,67,0.65,C,3.7
116N04238,2/1/2019 1:00,40.99,46,67,0.7,C,5.01
116N04238,2/1/2019 2:00,43.72,47,67,0.66,B,3.28
116N04238,2/1/2019 3:00,40.17,48,67,0.72,B,7.83
116N04238,2/1/2019 4:00,44.4,53,67,0.65,B,8.6
116N04238,2/1/2019 5:00,52.96,58,67,0.54,C,5.04
116N04238,2/1/2019 6:00,54.86,60,67,0.52,C,5.14
116N04238,2/1/2019 7:00,58.07,59,67,0.5,C,0.93
116N04238,2/1/2019 8:00,52.33,60,67,0.55,C,7.67
116N04238,2/1/2019 9:00,51.76,59,67,0.56,C,7.24
116N04238,2/1/2019 10:00,59.34,58,67,0.49,C,-1.34
116N04238,2/1/2019 11:00,55.3,59,67,0.52,C,3.7
116N04238,2/1/2019 12:00,63.34,60,67,0.45,C,-3.34
116N04238,2/1/2019 13:00,57.85,60,67,0.5,C,2.15
116N04238,2/1/2019 14:00,52.99,59,67,0.54,C,6.01
116N04238,2/1/2019 15:00,57.52,59,67,0.5,C,1.48
116N04238,2/1/2019 16:00,60.36,59,67,0.48,C,-1.36
116N04238,2/1/2019 17:00,59.87,60,67,0.48,C,0.13
116N04238,2/1/2019 18:00,56.89,60,67,0.51,C,3.11
116N04238,2/1/2019 19:00,52.82,59,67,0.54,C,6.18
116N04238,2/1/2019 20:00,57.78,60,67,0.5,C,2.22
116N04238,2/1/2019 21:00,54.79,59,67,0.53,C,4.21
116N04238,2/1/2019 22:00,54.24,58,67,0.53,C,3.76
116N04238,2/1/2019 23:00,47.69,57,67,0.6,C,9.31
116N04235,2/1/2019 0:00,63.13,61,71,0.1,B,-2.13
116N04235,2/1/2019 1:00,57.01,60,71,0.11,C,2.99
116N04235,2/1/2019 2:00,60.77,60,71,0.1,B,-0.77
116N04235,2/1/2019 3:00,55.59,61,71,0.11,B,5.41
116N04235,2/1/2019 4:00,61.8,63,71,0.1,B,1.2
116N04235,2/1/2019 5:00,62.62,65,71,0.1,C,2.38
116N04235,2/1/2019 6:00,65.6,67,71,0.09,C,1.4
116N04235,2/1/2019 7:00,67.74,63,71,0.09,C,-4.74
116N04235,2/1/2019 8:00,63.44,48,71,0.1,C,-15.44
116N04235,2/1/2019 9:00,65.08,65,71,0.1,C,-0.08
116N04235,2/1/2019 10:00,67.17,66,71,0.09,C,-1.17
116N04235,2/1/2019 11:00,64.72,67,71,0.1,C,2.28
116N04235,2/1/2019 12:00,66.29,68,71,0.09,C,1.71
116N04235,2/1/2019 13:00,67.53,67,71,0.09,C,-0.53
116N04235,2/1/2019 14:00,63.46,65,71,0.1,C,1.54
116N04235,2/1/2019 15:00,62.77,66,71,0.1,C,3.23
116N04235,2/1/2019 16:00,64.61,65,71,0.1,C,0.39
116N04235,2/1/2019 17:00,68.14,66,71,0.09,C,-2.14
116N04235,2/1/2019 18:00,63.99,67,71,0.1,C,3.01
116N04235,2/1/2019 19:00,65.9,65,71,0.09,C,-0.9
116N04235,2/1/2019 20:00,63.17,63,71,0.1,C,-0.17
116N04235,2/1/2019 21:00,64.28,64,71,0.1,C,-0.28
116N04235,2/1/2019 22:00,64.59,64,71,0.1,B,-0.59
116N04235,2/1/2019 23:00,61.69,62,71,0.1,C,0.31
116N04236,2/1/2019 0:00,61.32,61,71,0.34,C,-0.32
116N04236,2/1/2019 1:00,56.03,62,71,0.37,C,5.97
116N04236,2/1/2019 2:00,60.03,61,71,0.34,B,0.97
116N04236,2/1/2019 3:00,57.22,62,71,0.36,B,4.78
116N04236,2/1/2019 4:00,58.32,63,71,0.35,B,4.68
116N04236,2/1/2019 5:00,63.08,66,71,0.33,C,2.92
116N04236,2/1/2019 6:00,65.42,67,71,0.32,C,1.58
116N04236,2/1/2019 7:00,68.09,64,71,0.3,C,-4.09
116N04236,2/1/2019 8:00,63.67,60,71,0.32,C,-3.67
116N04236,2/1/2019 9:00,63.68,66,71,0.32,C,2.32
116N04236,2/1/2019 10:00,64.23,66,71,0.32,C,1.77
116N04236,2/1/2019 11:00,65.56,67,71,0.32,C,1.44
116N04236,2/1/2019 12:00,66.72,67,71,0.31,C,0.28
116N04236,2/1/2019 13:00,69.11,66,71,0.3,C,-3.11
116N04236,2/1/2019 14:00,65.44,65,71,0.32,C,-0.44
116N04236,2/1/2019 15:00,64.98,66,71,0.32,C,1.02
116N04236,2/1/2019 16:00,64.86,65,71,0.32,C,0.14
116N04236,2/1/2019 17:00,67.37,66,71,0.31,C,-1.37
116N04236,2/1/2019 18:00,66.62,67,71,0.31,C,0.38
116N04236,2/1/2019 19:00,66.71,65,71,0.31,C,-1.71
116N04236,2/1/2019 20:00,63.01,62,71,0.33,C,-1.01
116N04236,2/1/2019 21:00,59.72,65,71,0.35,C,5.28
116N04236,2/1/2019 22:00,64.42,63,71,0.32,C,-1.42
116N04236,2/1/2019 23:00,62.35,62,71,0.33,C,-0.35
116N04239,2/1/2019 0:00,45.42,45,66,0.49,C,-0.42
116N04239,2/1/2019 1:00,44.72,48,66,0.5,B,3.28
116N04239,2/1/2019 2:00,42.52,50,66,0.52,B,7.48
116N04239,2/1/2019 3:00,47.36,49,66,0.47,B,1.64
116N04239,2/1/2019 4:00,44.6,52,66,0.5,B,7.4
116N04239,2/1/2019 5:00,53.7,57,66,0.41,C,3.3
116N04239,2/1/2019 6:00,55.52,60,66,0.4,C,4.48
116N04239,2/1/2019 7:00,54.59,61,66,0.41,C,6.41
116N04239,2/1/2019 8:00,52.89,59,66,0.42,C,6.11
116N04239,2/1/2019 9:00,51.88,58,66,0.43,C,6.12
116N04239,2/1/2019 10:00,60.43,58,66,0.37,C,-2.43
116N04239,2/1/2019 11:00,53.72,59,66,0.41,C,5.28
116N04239,2/1/2019 12:00,59.18,58,66,0.37,C,-1.18
116N04239,2/1/2019 13:00,60.9,59,66,0.36,C,-1.9
116N04239,2/1/2019 14:00,54.57,58,66,0.41,C,3.43
116N04239,2/1/2019 15:00,55.92,59,66,0.4,C,3.08
116N04239,2/1/2019 16:00,59.88,59,66,0.37,C,-0.88
116N04239,2/1/2019 17:00,60.88,58,66,0.36,C,-2.88
116N04239,2/1/2019 18:00,55.27,56,66,0.4,C,0.73
116N04239,2/1/2019 19:00,54.27,51,66,0.41,C,-3.27
116N04239,2/1/2019 20:00,55.64,60,66,0.4,C,4.36
116N04239,2/1/2019 21:00,57.69,60,66,0.38,C,2.31
116N04239,2/1/2019 22:00,57.33,59,66,0.39,B,1.67
116N04239,2/1/2019 23:00,49.64,56,66,0.45,C,6.36
116N04233,2/1/2019 0:00,55.61,55,65,0.2,B,-0.61
116N04233,2/1/2019 1:00,52.08,54,65,0.21,C,1.92
116N04233,2/1/2019 2:00,56.79,56,65,0.19,B,-0.79
116N04233,2/1/2019 3:00,51.45,56,65,0.21,B,4.55
116N04233,2/1/2019 4:00,54.59,57,65,0.2,B,2.41
116N04233,2/1/2019 5:00,57.05,60,65,0.19,C,2.95
116N04233,2/1/2019 6:00,61.4,63,65,0.18,C,1.6
116N04233,2/1/2019 7:00,65.64,60,65,0.17,C,-5.64
116N04233,2/1/2019 8:00,61.6,58,65,0.18,C,-3.6
116N04233,2/1/2019 9:00,62.31,60,65,0.17,C,-2.31
116N04233,2/1/2019 10:00,65.01,61,65,0.17,C,-4.01
116N04233,2/1/2019 11:00,63.5,62,65,0.17,C,-1.5
116N04233,2/1/2019 12:00,61.63,62,65,0.18,C,0.37
116N04233,2/1/2019 13:00,68.15,61,65,0.16,C,-7.15
116N04233,2/1/2019 14:00,65.45,61,65,0.17,C,-4.45
116N04233,2/1/2019 15:00,63.04,60,65,0.17,C,-3.04
116N04233,2/1/2019 16:00,57.82,59,65,0.19,C,1.18
116N04233,2/1/2019 17:00,63.94,62,65,0.17,C,-1.94
116N04233,2/1/2019 18:00,59.05,63,65,0.18,C,3.95
116N04233,2/1/2019 19:00,59.7,61,65,0.18,C,1.3
116N04233,2/1/2019 20:00,59.8,58,65,0.18,C,-1.8
116N04233,2/1/2019 21:00,56.9,58,65,0.19,C,1.1
116N04233,2/1/2019 22:00,55.75,58,65,0.19,B,2.25
116N04233,2/1/2019 23:00,48.05,56,65,0.23,C,7.95
116N04234,2/1/2019 0:00,65.41,64,72,0.18,C,-1.41
116N04234,2/1/2019 1:00,60.13,64,72,0.19,B,3.87
116N04234,2/1/2019 2:00,60.66,63,72,0.19,B,2.34
116N04234,2/1/2019 3:00,63.43,65,72,0.18,B,1.57
116N04234,2/1/2019 4:00,65.81,65,72,0.18,B,-0.81
116N04234,2/1/2019 5:00,65.9,67,72,0.18,C,1.1
116N04234,2/1/2019 6:00,67.68,69,72,0.17,C,1.32
116N04234,2/1/2019 7:00,70.05,66,72,0.17,C,-4.05
116N04234,2/1/2019 8:00,67.26,64,72,0.17,C,-3.26
116N04234,2/1/2019 9:00,67.62,69,72,0.17,C,1.38
116N04234,2/1/2019 10:00,70.72,69,72,0.16,C,-1.72
116N04234,2/1/2019 11:00,67.79,70,72,0.17,C,2.21
116N04234,2/1/2019 12:00,69.39,71,72,0.17,C,1.61
116N04234,2/1/2019 13:00,71.04,70,72,0.16,C,-1.04
116N04234,2/1/2019 14:00,69.61,69,72,0.17,C,-0.61
116N04234,2/1/2019 15:00,68.59,70,72,0.17,C,1.41
116N04234,2/1/2019 16:00,71.23,69,72,0.16,C,-2.23
116N04234,2/1/2019 17:00,69.75,70,72,0.17,C,0.25
116N04234,2/1/2019 18:00,70.63,71,72,0.16,C,0.37
116N04234,2/1/2019 19:00,70.17,68,72,0.17,C,-2.17
116N04234,2/1/2019 20:00,65.43,66,72,0.18,C,0.57
116N04234,2/1/2019 21:00,66.27,66,72,0.18,B,-0.27
116N04234,2/1/2019 22:00,59.95,64,72,0.19,B,4.05
116N04234,2/1/2019 23:00,64.01,64,72,0.18,C,-0.01
116+08161,2/1/2019 0:00,61.26,50,68,0.36,A,-11.26
116+08161,2/1/2019 1:00,61.31,58,68,0.36,B,-3.31
116+08161,2/1/2019 2:00,63.01,57,68,0.35,B,-6.01
116+08161,2/1/2019 3:00,65.57,60,68,0.33,A,-5.57
116+08161,2/1/2019 4:00,60.08,60,68,0.37,B,-0.08
116+08161,2/1/2019 5:00,61.68,59,68,0.36,B,-2.68
116+08161,2/1/2019 6:00,62.48,63,68,0.35,C,0.52
116+08161,2/1/2019 7:00,63.92,65,68,0.34,C,1.08
116+08161,2/1/2019 8:00,67.4,64,68,0.33,C,-3.4
116+08161,2/1/2019 9:00,63.37,66,68,0.35,C,2.63
116+08161,2/1/2019 10:00,67.54,67,68,0.33,C,-0.54
116+08161,2/1/2019 11:00,67.11,67,68,0.33,C,-0.11
116+08161,2/1/2019 12:00,66.67,68,68,0.33,C,1.33
116+08161,2/1/2019 13:00,65.54,67,68,0.33,C,1.46
116+08161,2/1/2019 14:00,67.04,67,68,0.33,C,-0.04
116+08161,2/1/2019 15:00,66.86,66,68,0.33,C,-0.86
116+08161,2/1/2019 16:00,63.54,66,68,0.35,C,2.46
116+08161,2/1/2019 17:00,65.29,67,68,0.34,C,1.71
116+08161,2/1/2019 18:00,61.62,67,68,0.36,B,5.38
116+08161,2/1/2019 19:00,60.05,64,68,0.37,B,3.95
116+08161,2/1/2019 20:00,63.22,63,68,0.35,B,-0.22
116+08161,2/1/2019 21:00,64.3,63,68,0.34,B,-1.3
116+08161,2/1/2019 22:00,59.34,61,68,0.37,B,1.66
116+08161,2/1/2019 23:00,50.48,62,68,0.43,B,11.52
116N04232,2/1/2019 0:00,47.52,53,63,0.06,B,5.48
116N04232,2/1/2019 1:00,46.61,48,63,0.06,B,1.39
116N04232,2/1/2019 2:00,46.14,51,63,0.06,B,4.86
116N04232,2/1/2019 3:00,40.61,53,63,0.07,B,12.39
116N04232,2/1/2019 4:00,49.76,53,63,0.06,B,3.24
116N04232,2/1/2019 5:00,52.13,57,63,0.06,C,4.87
116N04232,2/1/2019 6:00,58.34,60,63,0.05,C,1.66
116N04232,2/1/2019 7:00,61.81,54,63,0.05,C,-7.81
116N04232,2/1/2019 8:00,56.39,56,63,0.05,C,-0.39
116N04232,2/1/2019 9:00,60.16,57,63,0.05,C,-3.16
116N04232,2/1/2019 10:00,61.33,57,63,0.05,C,-4.33
116N04232,2/1/2019 11:00,60.99,59,63,0.05,C,-1.99
116N04232,2/1/2019 12:00,61.69,59,63,0.05,C,-2.69
116N04232,2/1/2019 13:00,67.45,58,63,0.04,C,-9.45
116N04232,2/1/2019 14:00,62.3,58,63,0.05,C,-4.3
116N04232,2/1/2019 15:00,62.32,57,63,0.05,C,-5.32
116N04232,2/1/2019 16:00,30.26,56,63,0.1,C,25.74
116N04232,2/1/2019 17:00,31.4,59,63,0.09,C,27.6
116N04232,2/1/2019 18:00,53.07,60,63,0.05,C,6.93
116N04232,2/1/2019 19:00,54.05,59,63,0.05,C,4.95
116N04232,2/1/2019 20:00,59.72,57,63,0.05,C,-2.72
116N04232,2/1/2019 21:00,53.66,57,63,0.05,C,3.34
116N04232,2/1/2019 22:00,56.23,56,63,0.05,B,-0.23
116N04232,2/1/2019 23:00,55.74,54,63,0.05,C,-1.74
116+04240,2/1/2019 0:00,60.31,58,70,0.33,B,-2.31
116+04240,2/1/2019 1:00,56.78,59,70,0.35,B,2.22
116+04240,2/1/2019 2:00,63.84,57,70,0.31,B,-6.84
116+04240,2/1/2019 3:00,59.13,55,70,0.34,C,-4.13
116+04240,2/1/2019 4:00,62.12,58,70,0.32,B,-4.12
116+04240,2/1/2019 5:00,66.1,56,70,0.3,B,-10.1
116+04240,2/1/2019 6:00,62.79,55,70,0.32,C,-7.79
116+04240,2/1/2019 7:00,60.02,57,70,0.33,C,-3.02
116+04240,2/1/2019 8:00,63.79,57,70,0.31,C,-6.79
116+04240,2/1/2019 9:00,66.18,62,70,0.3,C,-4.18
116+04240,2/1/2019 10:00,65.88,61,70,0.3,C,-4.88
116+04240,2/1/2019 11:00,63.85,60,70,0.31,C,-3.85
116+04240,2/1/2019 12:00,64.65,62,70,0.31,C,-2.65
116+04240,2/1/2019 13:00,64.12,61,70,0.31,C,-3.12
116+04240,2/1/2019 14:00,65.1,61,70,0.31,C,-4.1
116+04240,2/1/2019 15:00,66.8,61,70,0.3,C,-5.8
116+04240,2/1/2019 16:00,64.32,61,70,0.31,C,-3.32
116+04240,2/1/2019 17:00,63.91,61,70,0.31,C,-2.91
116+04240,2/1/2019 18:00,59.83,62,70,0.33,C,2.17
116+04240,2/1/2019 19:00,57.99,63,70,0.34,C,5.01
116+04240,2/1/2019 20:00,58.9,58,70,0.34,C,-0.9
116+04240,2/1/2019 21:00,57.74,56,70,0.35,B,-1.74
116+04240,2/1/2019 22:00,60.1,58,70,0.33,B,-2.1
116+04240,2/1/2019 23:00,61.73,56,70,0.32,B,-5.73
116N04240,2/1/2019 0:00,51.7,51,68,0.87,C,-0.7
116N04240,2/1/2019 1:00,52.77,54,68,0.85,C,1.23
116N04240,2/1/2019 2:00,48.28,57,68,0.93,B,8.72
116N04240,2/1/2019 3:00,51.19,55,68,0.88,B,3.81
116N04240,2/1/2019 4:00,51.02,59,68,0.88,B,7.98
116N04240,2/1/2019 5:00,56.02,58,68,0.8,C,1.98
116N04240,2/1/2019 6:00,59.31,62,68,0.76,C,2.69
116N04240,2/1/2019 7:00,56.78,61,68,0.79,C,4.22
116N04240,2/1/2019 8:00,57.3,61,68,0.78,C,3.7
116N04240,2/1/2019 9:00,57.33,61,68,0.78,C,3.67
116N04240,2/1/2019 10:00,58.58,61,68,0.77,C,2.42
116N04240,2/1/2019 11:00,59.67,61,68,0.75,C,1.33
116N04240,2/1/2019 12:00,60.27,60,68,0.74,C,-0.27
116N04240,2/1/2019 13:00,63.11,62,68,0.71,C,-1.11
116N04240,2/1/2019 14:00,58.96,60,68,0.76,C,1.04
116N04240,2/1/2019 15:00,58.78,61,68,0.76,C,2.22
116N04240,2/1/2019 16:00,60.2,61,68,0.74,C,0.8
116N04240,2/1/2019 17:00,60.27,61,68,0.74,C,0.73
116N04240,2/1/2019 18:00,55.91,63,68,0.8,C,7.09
116N04240,2/1/2019 19:00,57.58,62,68,0.78,C,4.42
116N04240,2/1/2019 20:00,61.09,61,68,0.73,C,-0.09
116N04240,2/1/2019 21:00,59.23,63,68,0.76,C,3.77
116N04240,2/1/2019 22:00,59.45,63,68,0.75,B,3.55
116N04240,2/1/2019 23:00,45.45,54,68,0.99,C,8.55
116+10750,2/1/2019 0:00,46.21,50,62,2.09,C,3.79
116+10750,2/1/2019 1:00,46.36,46,62,2.09,B,-0.36
116+10750,2/1/2019 2:00,48.35,48,62,2,C,-0.35
116+10750,2/1/2019 3:00,54.97,45,62,1.76,B,-9.97
116+10750,2/1/2019 4:00,46.54,46,62,2.08,A,-0.54
116+10750,2/1/2019 5:00,52.62,48,62,1.84,C,-4.62
116+10750,2/1/2019 6:00,45.33,49,62,2.13,C,3.67
116+10750,2/1/2019 7:00,49.71,51,62,1.95,C,1.29
116+10750,2/1/2019 8:00,50.48,51,62,1.92,C,0.52
116+10750,2/1/2019 9:00,54.04,51,62,1.79,C,-3.04
116+10750,2/1/2019 10:00,50.76,51,62,1.91,C,0.24
116+10750,2/1/2019 11:00,51.79,51,62,1.87,C,-0.79
116+10750,2/1/2019 12:00,51.67,50,62,1.87,C,-1.67
116+10750,2/1/2019 13:00,52.29,50,62,1.85,C,-2.29
116+10750,2/1/2019 14:00,52.2,49,62,1.85,C,-3.2
116+10750,2/1/2019 15:00,54.1,51,62,1.79,C,-3.1
116+10750,2/1/2019 16:00,53.39,55,62,1.81,C,1.61
116+10750,2/1/2019 17:00,52.37,53,62,1.85,C,0.63
116+10750,2/1/2019 18:00,32.04,54,62,3.02,C,21.96
116+10750,2/1/2019 19:00,51.09,55,62,1.89,C,3.91
116+10750,2/1/2019 20:00,47.97,54,62,2.02,B,6.03
116+10750,2/1/2019 21:00,57.48,53,62,1.68,B,-4.48
116+10750,2/1/2019 22:00,49.59,50,62,1.95,B,0.41
116+10750,2/1/2019 23:00,48.14,45,62,2.01,B,-3.14
116N08161,2/1/2019 0:00,18.15,61,69,1.3,B,42.85
116N08161,2/1/2019 1:00,64.38,60,69,0.37,B,-4.38
116N08161,2/1/2019 2:00,64.02,61,69,0.37,B,-3.02
116N08161,2/1/2019 3:00,62.03,56,69,0.38,B,-6.03
116N08161,2/1/2019 4:00,61.74,60,69,0.38,A,-1.74
116N08161,2/1/2019 5:00,61.86,62,69,0.38,B,0.14
116N08161,2/1/2019 6:00,65.47,65,69,0.36,B,-0.47
116N08161,2/1/2019 7:00,65.84,67,69,0.36,C,1.16
116N08161,2/1/2019 8:00,68,66,69,0.35,C,-2.0
116N08161,2/1/2019 9:00,66.62,67,69,0.35,C,0.38
116N08161,2/1/2019 10:00,66.27,67,69,0.36,C,0.73
116N08161,2/1/2019 11:00,67.03,67,69,0.35,C,-0.03
116N08161,2/1/2019 12:00,65.91,67,69,0.36,C,1.09
116N08161,2/1/2019 13:00,66.44,68,69,0.36,C,1.56
116N08161,2/1/2019 14:00,67.61,67,69,0.35,C,-0.61
116N08161,2/1/2019 15:00,66.9,67,69,0.35,C,0.1
116N08161,2/1/2019 16:00,66.4,67,69,0.36,C,0.6
116N08161,2/1/2019 17:00,66.39,68,69,0.36,C,1.61
116N08161,2/1/2019 18:00,68.28,66,69,0.35,C,-2.28
116N08161,2/1/2019 19:00,63.95,65,69,0.37,C,1.05
116N08161,2/1/2019 20:00,64.72,63,69,0.37,C,-1.72
116N08161,2/1/2019 21:00,64.55,62,69,0.37,C,-2.55
116N08161,2/1/2019 22:00,60.24,63,69,0.39,B,2.76
116N08161,2/1/2019 23:00,59.31,63,69,0.4,B,3.69
116+04233,2/1/2019 0:00,60.86,59,69,0.48,B,-1.86
116+04233,2/1/2019 1:00,59.44,60,69,0.49,B,0.56
116+04233,2/1/2019 2:00,62.35,55,69,0.46,B,-7.35
116+04233,2/1/2019 3:00,64.37,58,69,0.45,B,-6.37
116+04233,2/1/2019 4:00,62.68,58,69,0.46,B,-4.68
116+04233,2/1/2019 5:00,63.16,61,69,0.46,B,-2.16
116+04233,2/1/2019 6:00,62.4,64,69,0.46,C,1.6
116+04233,2/1/2019 7:00,64.55,65,69,0.45,C,0.45
116+04233,2/1/2019 8:00,65.7,64,69,0.44,C,-1.7
116+04233,2/1/2019 9:00,68.5,66,69,0.42,C,-2.5
116+04233,2/1/2019 10:00,67.25,66,69,0.43,C,-1.25
116+04233,2/1/2019 11:00,66.25,67,69,0.44,C,0.75
116+04233,2/1/2019 12:00,66.95,68,69,0.43,C,1.05
116+04233,2/1/2019 13:00,67.64,68,69,0.43,C,0.36
116+04233,2/1/2019 14:00,70.34,67,69,0.41,C,-3.34
116+04233,2/1/2019 15:00,68.98,67,69,0.42,C,-1.98
116+04233,2/1/2019 16:00,68.71,68,69,0.42,C,-0.71
116+04233,2/1/2019 17:00,66.5,69,69,0.44,C,2.5
116+04233,2/1/2019 18:00,63.47,68,69,0.46,C,4.53
116+04233,2/1/2019 19:00,62.61,67,69,0.46,C,4.39
116+04233,2/1/2019 20:00,60.71,60,69,0.48,B,-0.71
116+04233,2/1/2019 21:00,64.49,61,69,0.45,B,-3.49
116+04233,2/1/2019 22:00,59.97,60,69,0.48,B,0.03
116+04233,2/1/2019 23:00,61.85,59,69,0.47,B,-2.85
116+04234,2/1/2019 0:00,59.86,58,69,2.71,B,-1.86
116+04234,2/1/2019 1:00,59.34,61,69,2.74,B,1.66
116+04234,2/1/2019 2:00,63.42,57,69,2.56,C,-6.42
116+04234,2/1/2019 3:00,63.07,58,69,2.57,C,-5.07
116+04234,2/1/2019 4:00,59.28,59,69,2.74,B,-0.28
116+04234,2/1/2019 5:00,63.29,59,69,2.56,B,-4.29
116+04234,2/1/2019 6:00,61.43,64,69,2.64,C,2.57
116+04234,2/1/2019 7:00,63.1,65,69,2.57,C,1.9
116+04234,2/1/2019 8:00,64.89,63,69,2.5,C,-1.89
116+04234,2/1/2019 9:00,66.45,65,69,2.44,C,-1.45
116+04234,2/1/2019 10:00,65.1,66,69,2.49,C,0.9
116+04234,2/1/2019 11:00,65.91,67,69,2.46,C,1.09
116+04234,2/1/2019 12:00,65.67,68,69,2.47,C,2.33
116+04234,2/1/2019 13:00,65.29,68,69,2.49,C,2.71
116+04234,2/1/2019 14:00,67.37,67,69,2.41,C,-0.37
116+04234,2/1/2019 15:00,65.98,67,69,2.46,C,1.02
116+04234,2/1/2019 16:00,63.34,67,69,2.56,C,3.66
116+04234,2/1/2019 17:00,64.63,68,69,2.51,C,3.37
116+04234,2/1/2019 18:00,62.59,67,69,2.59,C,4.41
116+04234,2/1/2019 19:00,60.55,66,69,2.68,C,5.45
116+04234,2/1/2019 20:00,56.72,55,69,2.86,B,-1.72
116+04234,2/1/2019 21:00,61.56,60,69,2.64,C,-1.56
116+04234,2/1/2019 22:00,55.03,61,69,2.95,B,5.97
116+04234,2/1/2019 23:00,57.41,59,69,2.83,C,1.59
116+04235,2/1/2019 0:00,55.5,55,69,0.95,B,-0.5
116+04235,2/1/2019 1:00,51.8,54,69,1.01,B,2.2
116+04235,2/1/2019 2:00,56.06,52,69,0.94,B,-4.06
116+04235,2/1/2019 3:00,60.38,56,69,0.87,B,-4.38
116+04235,2/1/2019 4:00,50.35,51,69,1.04,B,0.65
116+04235,2/1/2019 5:00,60.11,57,69,0.87,B,-3.11
116+04235,2/1/2019 6:00,56.88,59,69,0.92,C,2.12
116+04235,2/1/2019 7:00,55.09,61,69,0.95,C,5.91
116+04235,2/1/2019 8:00,54.78,58,69,0.96,C,3.22
116+04235,2/1/2019 9:00,59.16,62,69,0.89,C,2.84
116+04235,2/1/2019 10:00,59.46,64,69,0.88,C,4.54
116+04235,2/1/2019 11:00,60.5,63,69,0.87,C,2.5
116+04235,2/1/2019 12:00,58.94,64,69,0.89,C,5.06
116+04235,2/1/2019 13:00,60.14,63,69,0.87,C,2.86
116+04235,2/1/2019 14:00,61.3,63,69,0.86,C,1.7
116+04235,2/1/2019 15:00,60.81,62,69,0.86,C,1.19
116+04235,2/1/2019 16:00,57.17,63,69,0.92,C,5.83
116+04235,2/1/2019 17:00,60.18,64,69,0.87,C,3.82
116+04235,2/1/2019 18:00,55.54,62,69,0.94,C,6.46
116+04235,2/1/2019 19:00,53.41,61,69,0.98,C,7.59
116+04235,2/1/2019 20:00,50.18,58,69,1.05,B,7.82
116+04235,2/1/2019 21:00,57.65,59,69,0.91,C,1.35
116+04235,2/1/2019 22:00,56.64,58,69,0.93,B,1.36
116+04235,2/1/2019 23:00,37.96,58,69,1.38,B,20.04
116+04236,2/1/2019 0:00,56.15,57,71,0.38,B,0.85
116+04236,2/1/2019 1:00,56.95,58,71,0.38,B,1.05
116+04236,2/1/2019 2:00,59.54,55,71,0.36,B,-4.54
116+04236,2/1/2019 3:00,58.26,59,71,0.37,B,0.74
116+04236,2/1/2019 4:00,57.47,57,71,0.38,B,-0.47
116+04236,2/1/2019 5:00,61.55,62,71,0.35,B,0.45
116+04236,2/1/2019 6:00,58.24,61,71,0.37,C,2.76
116+04236,2/1/2019 7:00,57.65,64,71,0.37,C,6.35
116+04236,2/1/2019 8:00,57.86,59,71,0.37,C,1.14
116+04236,2/1/2019 9:00,60.73,64,71,0.36,C,3.27
116+04236,2/1/2019 10:00,59.99,65,71,0.36,C,5.01
116+04236,2/1/2019 11:00,60.44,65,71,0.36,C,4.56
116+04236,2/1/2019 12:00,60.56,66,71,0.36,C,5.44
116+04236,2/1/2019 13:00,61.25,66,71,0.35,C,4.75
116+04236,2/1/2019 14:00,61.54,65,71,0.35,C,3.46
116+04236,2/1/2019 15:00,63.2,64,71,0.34,C,0.8
116+04236,2/1/2019 16:00,61.79,64,71,0.35,C,2.21
116+04236,2/1/2019 17:00,63.54,65,71,0.34,C,1.46
116+04236,2/1/2019 18:00,60.65,64,71,0.36,C,3.35
116+04236,2/1/2019 19:00,56.71,64,71,0.38,C,7.29
116+04236,2/1/2019 20:00,55.38,61,71,0.39,B,5.62
